image_id,angry,disgust,fear,happy,neutral,sad,surprise,entropy
27,0.1111111111111111,0.022222222222222223,0.022222222222222223,0.0,0.4444444444444444,0.0,0.4,1.1402507858729578
28,0.0,0.043478260869565216,0.0,0.8913043478260869,0.043478260869565216,0.021739130434782608,0.0,0.45844479959526013
29,0.041666666666666664,0.16666666666666666,0.0625,0.020833333333333332,0.6458333333333334,0.0,0.0625,1.1406363491244165
30,0.10869565217391304,0.13043478260869565,0.021739130434782608,0.0,0.6304347826086957,0.0,0.10869565217391304,1.1221954180256801
31,0.08,0.12,0.02,0.0,0.3,0.08,0.4,1.4644968015893376
32,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.7333333333333333,0.1111111111111111,0.044444444444444446,1.0021174272635613
33,0.0,0.0,0.0,0.9803921568627451,0.0196078431372549,0.0,0.0,0.09650896073594732
34,0.14285714285714285,0.6530612244897959,0.0,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.061224489795918366,1.1417748163844588
35,0.391304347826087,0.13043478260869565,0.021739130434782608,0.021739130434782608,0.391304347826087,0.021739130434782608,0.021739130434782608,1.3329035682362633
36,0.125,0.14583333333333334,0.041666666666666664,0.0,0.2916666666666667,0.3958333333333333,0.0,1.3993392309359867
37,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.3673469387755102,0.14285714285714285,0.30612244897959184,0.02040816326530612,1.5533186273193889
38,0.5192307692307693,0.11538461538461539,0.038461538461538464,0.019230769230769232,0.1346153846153846,0.17307692307692307,0.0,1.3643045109272298
39,0.08,0.14,0.04,0.0,0.1,0.62,0.02,1.2109502904242124
40,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.0,0.20408163265306123,0.5918367346938775,0.0,1.1813247639058018
41,0.4583333333333333,0.10416666666666667,0.0625,0.0,0.16666666666666666,0.125,0.08333333333333333,1.53209211517155
42,0.15555555555555556,0.1111111111111111,0.0,0.0,0.5111111111111111,0.17777777777777778,0.044444444444444446,1.3220679505150594
43,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.0,0.3829787234042553,0.3404255319148936,0.0425531914893617,1.4637519141770627
44,0.15217391304347827,0.21739130434782608,0.08695652173913043,0.0,0.13043478260869565,0.2608695652173913,0.15217391304347827,1.7333542861843396
45,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.0,0.3958333333333333,0.2916666666666667,0.041666666666666664,1.5083888852615261
46,0.0425531914893617,0.10638297872340426,0.02127659574468085,0.02127659574468085,0.7021276595744681,0.02127659574468085,0.0851063829787234,1.0764580081746584
47,0.26666666666666666,0.2,0.022222222222222223,0.0,0.4,0.08888888888888889,0.022222222222222223,1.4252009324349308
48,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.673469387755102,0.04081632653061224,0.08163265306122448,1.1868502979964004
49,0.0,0.10416666666666667,0.0,0.0,0.2708333333333333,0.625,0.0,0.8831290805113254
50,0.3617021276595745,0.1702127659574468,0.0425531914893617,0.0,0.3191489361702128,0.06382978723404255,0.0425531914893617,1.4780340317702367
51,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.10638297872340426,0.6595744680851063,0.06382978723404255,0.02127659574468085,1.2147208920194528
52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,0.021739130434782608,0.32608695652173914,0.0,0.6086956521739131,0.021739130434782608,0.0,0.021739130434782608,0.9172831508056414
54,0.2978723404255319,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.46808510638297873,0.02127659574468085,0.10638297872340426,1.386966434201402
55,0.06382978723404255,0.0425531914893617,0.0,0.0851063829787234,0.723404255319149,0.0,0.0851063829787234,0.9635785814327644
56,0.0,0.0,0.022727272727272728,0.29545454545454547,0.5,0.0,0.18181818181818182,1.1027621804109518
57,0.0,0.020833333333333332,0.0,0.6875,0.22916666666666666,0.0,0.0625,0.8491711276749689
58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.9782608695652174,0.021739130434782608,0.0,0.0,0.10473243910508653
60,0.041666666666666664,0.0,0.125,0.041666666666666664,0.5833333333333334,0.020833333333333332,0.1875,1.2337032396883119
61,0.02127659574468085,0.0851063829787234,0.06382978723404255,0.0851063829787234,0.46808510638297873,0.10638297872340426,0.1702127659574468,1.5720231841684502
62,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.1956521739130435,0.6739130434782609,0.0,0.06521739130434782,1.0128922355962726
63,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.5799151714181009
64,0.02040816326530612,0.08163265306122448,0.3877551020408163,0.02040816326530612,0.14285714285714285,0.0,0.3469387755102041,1.3759934421721614
65,0.0,0.0625,0.08333333333333333,0.020833333333333332,0.22916666666666666,0.020833333333333332,0.5833333333333334,1.1937095818209809
66,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.0625,0.75,0.020833333333333332,0.041666666666666664,0.9704928764073963
67,0.058823529411764705,0.11764705882352941,0.0,0.13725490196078433,0.5882352941176471,0.0196078431372549,0.0784313725490196,1.2798871303889519
68,0.06382978723404255,0.0851063829787234,0.02127659574468085,0.2127659574468085,0.5531914893617021,0.02127659574468085,0.0425531914893617,1.3402822912823398
69,0.14,0.08,0.0,0.0,0.74,0.0,0.04,0.8288868930916871
70,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.8297872340425532,0.06382978723404255,0.0425531914893617,0.7105511032806877
71,0.07692307692307693,0.1346153846153846,0.0,0.0,0.5384615384615384,0.21153846153846154,0.038461538461538464,1.2544856967607652
72,0.021739130434782608,0.0,0.0,0.0,0.5869565217391305,0.0,0.391304347826087,0.7631134177010983
73,0.04081632653061224,0.061224489795918366,0.02040816326530612,0.0,0.5918367346938775,0.061224489795918366,0.22448979591836735,1.197812233549027
74,0.0,0.020833333333333332,0.0,0.5833333333333334,0.3333333333333333,0.020833333333333332,0.041666666666666664,0.9743376733690972
75,0.0,0.0,0.0,0.9565217391304348,0.021739130434782608,0.0,0.021739130434782608,0.20898174665423647
76,0.0,0.023255813953488372,0.0,0.046511627906976744,0.4883720930232558,0.0,0.4418604651162791,0.9410697399383499
77,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.20833333333333334,0.0,0.7291666666666666,0.7990544883647673
78,0.02,0.04,0.0,0.62,0.28,0.0,0.04,0.9885631119102873
79,0.0,0.14285714285714285,0.02040816326530612,0.04081632653061224,0.673469387755102,0.02040816326530612,0.10204081632653061,1.0665222471908014
80,0.574468085106383,0.02127659574468085,0.0851063829787234,0.0425531914893617,0.06382978723404255,0.0,0.2127659574468085,1.2492804743981198
81,0.28846153846153844,0.15384615384615385,0.057692307692307696,0.0,0.40384615384615385,0.038461538461538464,0.057692307692307696,1.4672201679027297
82,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.043478260869565216,0.17884491271684755
83,0.06382978723404255,0.5106382978723404,0.0425531914893617,0.0851063829787234,0.06382978723404255,0.0,0.23404255319148937,1.3783755705028058
84,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.0,0.044444444444444446,0.0,0.8,0.7625591591581307
85,0.5957446808510638,0.19148936170212766,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.14893617021276595,1.1544429522564654
86,0.08163265306122448,0.2857142857142857,0.04081632653061224,0.0,0.42857142857142855,0.12244897959183673,0.04081632653061224,1.443859139153623
87,0.022727272727272728,0.2727272727272727,0.022727272727272728,0.0,0.4318181818181818,0.20454545454545456,0.045454545454545456,1.3540865439463463
88,0.1836734693877551,0.061224489795918366,0.02040816326530612,0.0,0.6530612244897959,0.04081632653061224,0.04081632653061224,1.1010652843583544
89,0.0625,0.3333333333333333,0.10416666666666667,0.0,0.20833333333333334,0.2708333333333333,0.020833333333333332,1.5363127075547292
90,0.13043478260869565,0.10869565217391304,0.06521739130434782,0.021739130434782608,0.2826086956521739,0.391304347826087,0.0,1.492454080561397
91,0.14893617021276595,0.19148936170212766,0.0851063829787234,0.0,0.2553191489361702,0.2978723404255319,0.02127659574468085,1.6010571315831998
92,0.0,0.0,0.0,0.8695652173913043,0.08695652173913043,0.0,0.043478260869565216,0.4702359623552492
93,0.2558139534883721,0.09302325581395349,0.023255813953488372,0.0,0.4418604651162791,0.16279069767441862,0.023255813953488372,1.4010201833026041
94,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.6086956521739131,0.06521739130434782,0.1956521739130435,1.1970171448790898
95,0.3541666666666667,0.08333333333333333,0.10416666666666667,0.0,0.14583333333333334,0.0,0.3125,1.4545527210010976
96,0.2391304347826087,0.021739130434782608,0.15217391304347827,0.0,0.13043478260869565,0.021739130434782608,0.43478260869565216,1.4229148458234988
97,0.10204081632653061,0.12244897959183673,0.02040816326530612,0.0,0.6122448979591837,0.0,0.14285714285714285,1.1478399129924493
98,0.14285714285714285,0.12244897959183673,0.061224489795918366,0.0,0.6122448979591837,0.0,0.061224489795918366,1.1775443176896299
99,0.2765957446808511,0.14893617021276595,0.0,0.02127659574468085,0.3191489361702128,0.0,0.23404255319148937,1.4253962462270289
100,0.06666666666666667,0.0,0.06666666666666667,0.022222222222222223,0.4222222222222222,0.0,0.4222222222222222,1.1737657133184665
101,0.1276595744680851,0.0851063829787234,0.10638297872340426,0.0425531914893617,0.0425531914893617,0.0,0.5957446808510638,1.2880786904512525
102,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.0,0.7272727272727273,0.022727272727272728,0.13636363636363635,0.9563102151182756
103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,0.02127659574468085,0.0,0.0,0.9574468085106383,0.0,0.0,0.02127659574468085,0.20547074980230556
106,0.2978723404255319,0.2978723404255319,0.0425531914893617,0.0,0.2553191489361702,0.0425531914893617,0.06382978723404255,1.5143835460733064
107,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.5714285714285714,0.10204081632653061,0.16326530612244897,1.3601289967073815
108,0.24,0.1,0.04,0.04,0.36,0.0,0.22,1.5311790509325593
109,0.06382978723404255,0.1702127659574468,0.0,0.0,0.6595744680851063,0.06382978723404255,0.0425531914893617,1.061485819463106
110,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.40816326530612246,0.10204081632653061,0.3673469387755102,1.3864914124448906
111,0.046511627906976744,0.11627906976744186,0.0,0.0,0.6744186046511628,0.06976744186046512,0.09302325581395349,1.065244829568399
112,0.4888888888888889,0.1111111111111111,0.0,0.0,0.26666666666666666,0.0,0.13333333333333333,1.2151167086841468
113,0.13043478260869565,0.15217391304347827,0.0,0.043478260869565216,0.6086956521739131,0.06521739130434782,0.0,1.1687330188633243
114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,0.1111111111111111,0.022222222222222223,0.0,0.3333333333333333,0.26666666666666666,0.0,0.26666666666666666,1.3998691081344161
116,0.0,0.041666666666666664,0.16666666666666666,0.0,0.4166666666666667,0.0625,0.3125,1.3325955515708934
117,0.0625,0.20833333333333334,0.041666666666666664,0.0,0.5,0.1875,0.0,1.2929448592111963
118,0.0,0.0,0.0,0.6808510638297872,0.3191489361702128,0.0,0.0,0.6262262845584756
119,0.041666666666666664,0.020833333333333332,0.16666666666666666,0.0,0.5208333333333334,0.08333333333333333,0.16666666666666666,1.3571503422791023
120,0.041666666666666664,0.0625,0.020833333333333332,0.0625,0.7708333333333334,0.020833333333333332,0.020833333333333332,0.9215774513044563
121,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.02127659574468085,0.7872340425531915,0.0,0.02127659574468085,0.8377660940299553
122,0.1702127659574468,0.2765957446808511,0.0425531914893617,0.0,0.1276595744680851,0.2765957446808511,0.10638297872340426,1.6478442747718165
123,0.0,0.022727272727272728,0.06818181818181818,0.0,0.22727272727272727,0.0,0.6818181818181818,0.8669712419680465
124,0.022222222222222223,0.022222222222222223,0.0,0.044444444444444446,0.4444444444444444,0.0,0.4666666666666667,1.0236422447838398
125,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.0,0.5434782608695652,0.043478260869565216,0.2826086956521739,1.2224530735119405
