image_id,annotator_id,emotion
6,33,surprise
6,34,neutral
6,35,angry
6,36,angry
6,37,neutral
6,38,neutral
6,39,neutral
6,40,angry
6,41,surprise
6,42,neutral
6,43,neutral
6,44,angry
6,45,neutral
6,46,neutral
6,47,neutral
6,48,neutral
6,49,neutral
6,50,neutral
6,51,fear
6,52,fear
6,53,neutral
6,54,disgust
6,55,happy
6,56,neutral
6,57,angry
6,58,disgust
6,59,neutral
6,60,angry
6,61,neutral
6,63,neutral
6,65,surprise
6,66,surprise
6,68,neutral
6,70,angry
6,71,neutral
6,72,disgust
6,73,neutral
6,74,surprise
6,76,neutral
7,4,neutral
7,6,neutral
7,10,disgust
7,13,surprise
7,22,surprise
7,24,neutral
7,26,disgust
7,28,surprise
7,31,neutral
7,32,surprise
7,33,angry
7,34,disgust
7,35,angry
7,36,sad
7,37,surprise
7,38,angry
7,39,neutral
7,40,neutral
7,41,surprise
7,42,surprise
7,43,surprise
7,44,disgust
7,45,disgust
7,46,disgust
7,47,disgust
7,48,neutral
7,49,neutral
7,50,disgust
7,51,disgust
7,52,disgust
7,53,angry
7,54,angry
7,55,neutral
7,56,disgust
7,57,disgust
7,58,disgust
7,59,neutral
7,60,neutral
7,61,disgust
7,63,neutral
7,65,surprise
7,66,disgust
7,67,disgust
7,68,surprise
7,70,angry
7,71,surprise
7,72,fear
7,73,neutral
7,74,angry
7,75,surprise
8,4,neutral
8,6,neutral
8,10,neutral
8,12,surprise
8,13,neutral
8,22,surprise
8,24,neutral
8,26,neutral
8,28,surprise
8,31,neutral
8,32,neutral
8,33,angry
8,34,surprise
8,35,angry
8,36,neutral
8,37,surprise
8,38,angry
8,39,angry
8,40,angry
8,41,surprise
8,42,surprise
8,43,fear
8,44,surprise
8,45,surprise
8,46,neutral
8,47,neutral
8,48,angry
8,49,surprise
8,50,neutral
8,51,surprise
8,52,neutral
8,53,angry
8,54,angry
8,55,neutral
8,56,angry
8,57,neutral
8,58,surprise
8,59,surprise
8,60,surprise
8,61,neutral
8,62,surprise
8,63,neutral
8,65,angry
8,66,angry
8,70,surprise
8,71,surprise
8,72,angry
8,73,neutral
8,74,neutral
8,77,disgust
9,4,neutral
9,6,neutral
9,11,neutral
9,13,fear
9,22,neutral
9,24,neutral
9,26,angry
9,27,neutral
9,30,neutral
9,31,neutral
9,32,neutral
9,33,angry
9,34,neutral
9,35,angry
9,36,angry
9,37,neutral
9,39,neutral
9,40,neutral
9,41,neutral
9,42,neutral
9,43,angry
9,44,neutral
9,45,neutral
9,46,neutral
9,47,neutral
9,48,neutral
9,49,neutral
9,50,neutral
9,51,neutral
9,52,neutral
9,53,neutral
9,54,neutral
9,55,neutral
9,56,angry
9,57,neutral
9,58,neutral
9,59,neutral
9,60,disgust
9,61,neutral
9,63,neutral
9,65,surprise
9,66,neutral
9,67,neutral
9,68,neutral
9,69,neutral
9,70,neutral
9,71,neutral
9,72,disgust
9,73,disgust
9,74,neutral
9,75,disgust
9,76,fear
9,77,fear
10,4,happy
10,6,happy
10,13,happy
10,22,happy
10,24,happy
10,26,happy
10,30,neutral
10,31,neutral
10,32,happy
10,33,happy
10,34,happy
10,35,happy
10,36,happy
10,37,neutral
10,39,happy
10,40,happy
10,41,happy
10,42,happy
10,43,happy
10,44,happy
10,45,happy
10,46,neutral
10,47,happy
10,48,happy
10,49,happy
10,50,happy
10,51,happy
10,52,neutral
10,53,happy
10,54,happy
10,55,neutral
10,56,happy
10,57,happy
10,58,happy
10,59,sad
10,60,happy
10,61,happy
10,63,happy
10,65,neutral
10,66,neutral
10,67,happy
10,69,neutral
10,70,happy
10,71,happy
10,72,happy
10,73,happy
10,75,neutral
10,76,happy
11,4,surprise
11,6,neutral
11,13,surprise
11,22,neutral
11,24,neutral
11,26,angry
11,28,disgust
11,30,neutral
11,31,neutral
11,32,neutral
11,33,neutral
11,34,surprise
11,35,neutral
11,36,angry
11,37,surprise
11,39,sad
11,40,neutral
11,41,surprise
11,42,surprise
11,43,fear
11,44,surprise
11,45,surprise
11,46,neutral
11,47,neutral
11,48,surprise
11,49,surprise
11,50,neutral
11,51,surprise
11,52,surprise
11,53,neutral
11,54,fear
11,55,neutral
11,56,surprise
11,57,surprise
11,58,surprise
11,59,surprise
11,60,surprise
11,61,surprise
11,63,neutral
11,64,angry
11,65,neutral
11,66,angry
11,67,surprise
11,68,surprise
11,70,neutral
11,71,surprise
11,72,angry
11,73,surprise
11,75,surprise
11,76,surprise
11,77,neutral
12,4,neutral
12,5,disgust
12,6,surprise
12,13,surprise
12,20,surprise
12,22,surprise
12,24,neutral
12,26,neutral
12,28,angry
12,30,surprise
12,31,neutral
12,32,neutral
12,33,disgust
12,34,neutral
12,35,sad
12,36,disgust
12,37,sad
12,38,disgust
12,39,neutral
12,40,neutral
12,41,neutral
12,42,surprise
12,43,fear
12,44,angry
12,45,angry
12,46,neutral
12,47,neutral
12,48,neutral
12,49,neutral
12,50,neutral
12,51,fear
12,52,surprise
12,53,surprise
12,54,surprise
12,55,neutral
12,56,fear
12,57,surprise
12,58,sad
12,59,neutral
12,60,neutral
12,61,neutral
12,63,neutral
12,65,neutral
12,66,neutral
12,67,neutral
12,68,neutral
12,70,angry
12,72,disgust
12,73,neutral
12,74,neutral
12,76,angry
13,4,neutral
13,6,neutral
13,13,neutral
13,22,neutral
13,24,neutral
13,26,happy
13,31,neutral
13,32,happy
13,33,neutral
13,34,neutral
13,35,neutral
13,36,neutral
13,37,neutral
13,38,sad
13,39,angry
13,40,neutral
13,41,sad
13,42,neutral
13,43,sad
13,44,surprise
13,45,neutral
13,46,neutral
13,47,neutral
13,48,sad
13,49,neutral
13,50,neutral
13,51,angry
13,52,sad
13,53,neutral
13,54,sad
13,55,neutral
13,56,sad
13,57,sad
13,58,neutral
13,59,neutral
13,60,neutral
13,61,sad
13,63,neutral
13,64,neutral
13,65,neutral
13,66,disgust
13,67,neutral
13,70,happy
13,71,neutral
13,72,angry
13,73,neutral
13,75,neutral
14,4,neutral
14,6,neutral
14,12,angry
14,13,disgust
14,22,angry
14,24,neutral
14,26,neutral
14,28,happy
14,31,neutral
14,32,happy
14,33,neutral
14,34,disgust
14,35,neutral
14,36,neutral
14,37,neutral
14,39,angry
14,40,happy
14,41,neutral
14,42,angry
14,43,angry
14,44,fear
14,45,surprise
14,46,neutral
14,47,neutral
14,48,neutral
14,49,neutral
14,50,neutral
14,51,disgust
14,52,neutral
14,53,angry
14,54,sad
14,55,neutral
14,56,disgust
14,57,happy
14,58,disgust
14,59,surprise
14,60,neutral
14,61,disgust
14,63,angry
14,64,surprise
14,65,surprise
14,66,neutral
14,67,neutral
14,68,happy
14,70,angry
14,71,disgust
14,72,angry
14,73,happy
15,4,neutral
15,6,surprise
15,13,neutral
15,20,surprise
15,22,neutral
15,24,neutral
15,26,neutral
15,31,neutral
15,32,neutral
15,33,neutral
15,34,neutral
15,35,neutral
15,36,neutral
15,37,neutral
15,39,neutral
15,40,neutral
15,41,neutral
15,42,neutral
15,43,neutral
15,44,neutral
15,45,disgust
15,46,neutral
15,47,neutral
15,48,neutral
15,49,angry
15,50,neutral
15,51,neutral
15,52,surprise
15,53,neutral
15,54,fear
15,55,neutral
15,58,neutral
15,59,neutral
15,60,neutral
15,61,neutral
15,63,neutral
15,65,neutral
15,66,neutral
15,67,neutral
15,70,angry
15,71,neutral
15,72,disgust
15,73,neutral
16,4,neutral
16,6,surprise
16,13,surprise
16,14,neutral
16,20,surprise
16,22,surprise
16,24,surprise
16,26,fear
16,30,surprise
16,31,neutral
16,32,neutral
16,33,surprise
16,34,neutral
16,35,surprise
16,36,neutral
16,37,fear
16,39,neutral
16,40,neutral
16,41,neutral
16,42,surprise
16,43,surprise
16,44,surprise
16,45,surprise
16,46,neutral
16,47,surprise
16,48,neutral
16,49,surprise
16,50,neutral
16,51,surprise
16,52,angry
16,53,neutral
16,54,neutral
16,55,surprise
16,56,fear
16,57,fear
16,58,surprise
16,59,neutral
16,60,neutral
16,61,neutral
16,63,surprise
16,65,neutral
16,66,neutral
16,67,neutral
16,70,surprise
16,71,fear
16,72,angry
16,73,surprise
16,75,angry
17,4,neutral
17,6,neutral
17,13,surprise
17,20,fear
17,22,surprise
17,24,neutral
17,26,angry
17,31,neutral
17,32,surprise
17,33,angry
17,34,surprise
17,35,angry
17,36,neutral
17,37,fear
17,39,surprise
17,40,neutral
17,41,fear
17,42,surprise
17,43,surprise
17,44,neutral
17,45,surprise
17,46,surprise
17,47,surprise
17,48,angry
17,49,surprise
17,50,neutral
17,51,disgust
17,52,angry
17,53,angry
17,54,surprise
17,55,neutral
17,56,surprise
17,57,surprise
17,58,surprise
17,59,surprise
17,60,surprise
17,61,angry
17,63,surprise
17,65,angry
17,66,surprise
17,67,surprise
17,68,neutral
17,70,neutral
17,71,surprise
17,72,disgust
17,73,surprise
17,74,angry
18,4,neutral
18,6,neutral
18,13,angry
18,22,angry
18,24,neutral
18,26,neutral
18,27,angry
18,31,angry
18,32,angry
18,33,neutral
18,34,neutral
18,35,angry
18,36,neutral
18,37,neutral
18,39,neutral
18,40,neutral
18,41,neutral
18,42,neutral
18,43,angry
18,44,angry
18,45,fear
18,46,neutral
18,47,angry
18,48,neutral
18,49,angry
18,50,neutral
18,51,angry
18,52,angry
18,53,neutral
18,54,angry
18,55,neutral
18,56,angry
18,57,angry
18,58,neutral
18,59,neutral
18,60,neutral
18,61,angry
18,63,neutral
18,64,angry
18,65,disgust
18,66,neutral
18,67,neutral
18,68,neutral
18,70,angry
18,71,angry
18,72,disgust
18,73,angry
18,74,neutral
18,75,angry
18,76,neutral
19,4,neutral
19,6,neutral
19,13,neutral
19,20,angry
19,22,neutral
19,24,angry
19,26,neutral
19,31,neutral
19,32,happy
19,33,neutral
19,34,happy
19,35,neutral
19,36,neutral
19,37,neutral
19,39,neutral
19,40,neutral
19,41,neutral
19,42,happy
19,43,neutral
19,44,neutral
19,45,happy
19,46,neutral
19,47,neutral
19,48,neutral
19,49,neutral
19,50,neutral
19,51,neutral
19,52,angry
19,53,neutral
19,54,neutral
19,55,happy
19,56,fear
19,57,neutral
19,58,neutral
19,59,neutral
19,60,happy
19,61,sad
19,63,neutral
19,65,neutral
19,66,neutral
19,68,sad
19,70,happy
19,72,angry
19,73,happy
19,74,neutral
19,75,neutral
19,76,neutral
20,3,neutral
20,4,neutral
20,6,neutral
20,13,fear
20,20,neutral
20,22,neutral
20,24,fear
20,26,neutral
20,27,disgust
20,28,surprise
20,31,neutral
20,32,disgust
20,33,angry
20,34,fear
20,35,neutral
20,36,happy
20,37,fear
20,39,neutral
20,40,neutral
20,41,neutral
20,42,angry
20,43,disgust
20,44,disgust
20,45,neutral
20,46,surprise
20,47,neutral
20,48,neutral
20,49,angry
20,50,angry
20,51,disgust
20,52,disgust
20,53,neutral
20,54,fear
20,55,happy
20,56,angry
20,57,angry
20,58,neutral
20,59,neutral
20,60,angry
20,61,angry
20,63,neutral
20,65,disgust
20,66,neutral
20,67,angry
20,68,neutral
20,70,surprise
20,71,fear
20,72,angry
20,73,angry
20,74,angry
20,75,disgust
20,76,disgust
21,4,neutral
21,6,angry
21,13,angry
21,20,angry
21,22,angry
21,24,angry
21,26,angry
21,27,angry
21,31,angry
21,32,angry
21,33,surprise
21,34,angry
21,35,angry
21,36,neutral
21,37,angry
21,38,angry
21,39,angry
21,40,neutral
21,41,angry
21,42,surprise
21,43,angry
21,44,angry
21,45,neutral
21,46,angry
21,47,angry
21,48,angry
21,49,angry
21,50,angry
21,51,angry
21,52,angry
21,53,angry
21,54,angry
21,55,neutral
21,56,angry
21,57,surprise
21,58,surprise
21,59,angry
21,60,neutral
21,61,angry
21,63,angry
21,64,angry
21,65,angry
21,66,angry
21,67,disgust
21,70,angry
21,71,angry
21,72,angry
21,73,angry
21,74,angry
21,76,surprise
22,4,happy
22,6,happy
22,13,happy
22,22,happy
22,24,happy
22,26,happy
22,28,happy
22,31,happy
22,32,happy
22,33,happy
22,34,happy
22,35,happy
22,36,happy
22,37,happy
22,39,happy
22,40,happy
22,41,happy
22,42,happy
22,43,happy
22,44,happy
22,45,happy
22,46,happy
22,47,happy
22,48,happy
22,49,happy
22,50,happy
22,51,happy
22,52,happy
22,53,happy
22,54,happy
22,55,happy
22,56,happy
22,57,happy
22,58,happy
22,59,happy
22,60,happy
22,61,happy
22,63,happy
22,65,happy
22,66,neutral
22,69,neutral
22,70,happy
22,72,happy
22,73,happy
22,74,happy
22,76,happy
23,4,angry
23,5,surprise
23,6,sad
23,11,disgust
23,13,disgust
23,22,angry
23,24,fear
23,26,angry
23,31,fear
23,32,disgust
23,33,surprise
23,34,disgust
23,35,fear
23,36,sad
23,37,neutral
23,39,angry
23,40,angry
23,41,disgust
23,42,fear
23,43,angry
23,44,angry
23,45,sad
23,46,sad
23,47,angry
23,48,angry
23,49,angry
23,50,disgust
23,51,angry
23,52,sad
23,53,angry
23,54,disgust
23,55,sad
23,56,neutral
23,57,fear
23,58,disgust
23,59,neutral
23,60,disgust
23,61,disgust
23,63,angry
23,65,sad
23,66,disgust
23,67,disgust
23,68,neutral
23,70,angry
23,71,angry
23,72,angry
23,73,sad
23,74,neutral
23,76,sad
24,4,neutral
24,5,surprise
24,6,disgust
24,13,surprise
24,22,surprise
24,24,surprise
24,26,neutral
24,27,angry
24,31,surprise
24,32,neutral
24,33,surprise
24,34,surprise
24,35,angry
24,36,neutral
24,37,surprise
24,39,surprise
24,40,neutral
24,41,surprise
24,42,surprise
24,43,angry
24,44,surprise
24,45,surprise
24,46,surprise
24,47,angry
24,48,neutral
24,49,surprise
24,50,surprise
24,51,surprise
24,52,surprise
24,53,surprise
24,54,surprise
24,55,surprise
24,56,surprise
24,57,surprise
24,58,surprise
24,59,surprise
24,60,surprise
24,61,angry
24,63,surprise
24,65,surprise
24,66,angry
24,68,surprise
24,69,angry
24,70,angry
24,71,fear
24,72,angry
24,73,surprise
24,74,surprise
24,76,surprise
25,4,neutral
25,6,neutral
25,13,happy
25,21,neutral
25,22,neutral
25,24,neutral
25,26,neutral
25,28,neutral
25,31,neutral
25,32,neutral
25,33,neutral
25,34,neutral
25,35,neutral
25,36,neutral
25,37,neutral
25,38,neutral
25,39,happy
25,40,neutral
25,41,neutral
25,42,neutral
25,43,sad
25,44,neutral
25,45,disgust
25,46,sad
25,47,neutral
25,48,neutral
25,49,neutral
25,50,neutral
25,51,neutral
25,52,sad
25,53,neutral
25,54,happy
25,55,neutral
25,56,neutral
25,57,neutral
25,58,disgust
25,59,sad
25,60,neutral
25,61,happy
25,63,neutral
25,65,disgust
25,66,neutral
25,67,sad
25,68,neutral
25,70,angry
25,71,neutral
25,72,neutral
25,73,neutral
25,74,neutral
25,75,neutral
26,4,surprise
26,6,surprise
26,13,fear
26,20,surprise
26,21,surprise
26,22,surprise
26,24,neutral
26,26,surprise
26,31,angry
26,32,angry
26,33,angry
26,34,neutral
26,35,neutral
26,36,neutral
26,37,neutral
26,38,fear
26,39,surprise
26,40,angry
26,41,surprise
26,42,surprise
26,43,fear
26,44,surprise
26,45,neutral
26,46,surprise
26,47,neutral
26,48,angry
26,49,neutral
26,50,surprise
26,51,fear
26,52,angry
26,53,neutral
26,54,fear
26,55,neutral
26,56,fear
26,57,neutral
26,58,fear
26,59,angry
26,60,angry
26,61,surprise
26,63,neutral
26,65,neutral
26,66,neutral
26,67,neutral
26,68,fear
26,70,surprise
26,71,angry
26,72,angry
26,73,neutral
26,74,fear
27,4,neutral
27,6,surprise
27,13,fear
27,17,neutral
27,22,neutral
27,24,neutral
27,26,surprise
27,31,angry
27,32,angry
27,33,surprise
27,34,neutral
27,35,surprise
27,36,neutral
27,37,neutral
27,39,surprise
27,40,neutral
27,41,surprise
27,42,surprise
27,43,surprise
27,44,neutral
27,45,surprise
27,46,surprise
27,47,neutral
27,48,neutral
27,49,surprise
27,50,neutral
27,51,surprise
27,52,angry
27,53,neutral
27,54,neutral
27,55,neutral
27,56,surprise
27,57,surprise
27,58,surprise
27,59,surprise
27,60,disgust
27,61,neutral
27,62,angry
27,63,neutral
27,65,neutral
27,66,neutral
27,70,surprise
27,71,surprise
27,72,angry
27,73,neutral
28,4,happy
28,6,happy
28,13,happy
28,22,happy
28,24,happy
28,26,happy
28,27,happy
28,31,neutral
28,32,happy
28,33,happy
28,34,happy
28,35,happy
28,36,happy
28,37,happy
28,39,happy
28,40,happy
28,41,happy
28,42,happy
28,43,happy
28,44,happy
28,45,happy
28,46,disgust
28,47,happy
28,48,happy
28,49,happy
28,50,disgust
28,51,happy
28,52,sad
28,53,happy
28,54,happy
28,55,happy
28,56,happy
28,57,happy
28,58,happy
28,59,neutral
28,60,happy
28,61,happy
28,63,happy
28,65,happy
28,66,happy
28,68,happy
28,70,happy
28,71,happy
28,72,happy
28,73,happy
28,74,happy
29,4,neutral
29,6,neutral
29,8,neutral
29,13,fear
29,14,neutral
29,22,neutral
29,24,neutral
29,26,surprise
29,31,neutral
29,32,neutral
29,33,neutral
29,34,neutral
29,35,disgust
29,36,neutral
29,37,neutral
29,38,neutral
29,39,neutral
29,40,neutral
29,41,neutral
29,42,neutral
29,43,fear
29,44,neutral
29,45,disgust
29,46,surprise
29,47,neutral
29,48,neutral
29,49,neutral
29,50,disgust
29,51,neutral
29,52,neutral
29,53,neutral
29,54,neutral
29,55,neutral
29,56,angry
29,57,neutral
29,58,disgust
29,59,angry
29,60,disgust
29,61,neutral
29,63,neutral
29,65,disgust
29,66,surprise
29,67,happy
29,70,disgust
29,71,neutral
29,72,fear
29,73,disgust
29,74,neutral
30,4,neutral
30,6,neutral
30,13,disgust
30,22,neutral
30,24,neutral
30,26,neutral
30,31,neutral
30,32,neutral
30,33,neutral
30,34,neutral
30,35,neutral
30,36,neutral
30,37,surprise
30,38,angry
30,39,neutral
30,40,neutral
30,41,disgust
30,42,neutral
30,43,neutral
30,44,neutral
30,45,neutral
30,46,disgust
30,47,neutral
30,48,neutral
30,49,neutral
30,50,neutral
30,51,neutral
30,52,surprise
30,53,neutral
30,54,disgust
30,55,neutral
30,56,disgust
30,57,surprise
30,58,neutral
30,59,angry
30,60,angry
30,61,disgust
30,63,neutral
30,65,surprise
30,66,surprise
30,68,neutral
30,70,angry
30,71,fear
30,72,angry
30,73,neutral
30,74,neutral
31,4,neutral
31,6,neutral
31,11,surprise
31,13,surprise
31,16,sad
31,20,neutral
31,22,disgust
31,24,surprise
31,26,surprise
31,28,surprise
31,31,surprise
31,32,disgust
31,33,surprise
31,34,surprise
31,35,surprise
31,36,neutral
31,37,fear
31,38,surprise
31,39,neutral
31,40,neutral
31,41,surprise
31,42,surprise
31,43,sad
31,44,surprise
31,45,sad
31,46,angry
31,47,neutral
31,48,neutral
31,49,angry
31,50,surprise
31,51,disgust
31,52,sad
31,53,surprise
31,54,surprise
31,55,disgust
31,56,angry
31,57,neutral
31,58,disgust
31,59,neutral
31,60,neutral
31,61,surprise
31,63,neutral
31,65,surprise
31,66,disgust
31,70,surprise
31,71,surprise
31,72,angry
31,73,neutral
31,74,neutral
31,75,neutral
32,3,neutral
32,4,neutral
32,6,neutral
32,13,surprise
32,22,happy
32,24,fear
32,26,neutral
32,32,neutral
32,33,neutral
32,34,neutral
32,35,sad
32,36,neutral
32,37,neutral
32,39,sad
32,40,neutral
32,41,neutral
32,42,neutral
32,43,sad
32,44,neutral
32,45,neutral
32,46,sad
32,47,neutral
32,48,neutral
32,49,neutral
32,50,neutral
32,51,neutral
32,52,neutral
32,53,neutral
32,54,fear
32,55,neutral
32,56,neutral
32,57,neutral
32,58,surprise
32,59,sad
32,60,disgust
32,61,neutral
32,63,neutral
32,65,neutral
32,66,neutral
32,68,neutral
32,69,neutral
32,70,neutral
32,71,neutral
32,72,angry
32,73,neutral
33,4,happy
33,5,happy
33,6,happy
33,13,happy
33,22,happy
33,24,happy
33,26,happy
33,27,happy
33,30,happy
33,31,happy
33,32,happy
33,33,happy
33,34,happy
33,35,happy
33,36,happy
33,37,happy
33,38,happy
33,39,happy
33,40,happy
33,41,happy
33,42,happy
33,43,happy
33,44,happy
33,45,happy
33,46,happy
33,47,happy
33,48,happy
33,49,happy
33,50,happy
33,51,happy
33,52,happy
33,53,happy
33,54,happy
33,55,happy
33,56,happy
33,57,happy
33,58,happy
33,59,happy
33,60,happy
33,61,happy
33,63,happy
33,64,happy
33,65,happy
33,66,happy
33,67,happy
33,70,happy
33,71,happy
33,72,happy
33,73,happy
33,74,happy
33,75,neutral
34,4,angry
34,6,surprise
34,13,disgust
34,18,neutral
34,22,disgust
34,24,sad
34,26,disgust
34,27,disgust
34,28,angry
34,31,neutral
34,32,disgust
34,33,disgust
34,34,neutral
34,35,angry
34,36,disgust
34,37,surprise
34,38,disgust
34,39,disgust
34,40,disgust
34,41,disgust
34,42,disgust
34,43,disgust
34,44,disgust
34,45,disgust
34,46,disgust
34,47,disgust
34,48,angry
34,49,angry
34,50,disgust
34,51,disgust
34,52,disgust
34,53,angry
34,54,disgust
34,55,happy
34,56,sad
34,58,disgust
34,59,disgust
34,60,disgust
34,61,disgust
34,63,disgust
34,65,neutral
34,66,surprise
34,67,disgust
34,68,disgust
34,70,disgust
34,71,disgust
34,72,angry
34,73,disgust
34,75,disgust
35,4,neutral
35,6,neutral
35,13,angry
35,22,angry
35,24,fear
35,26,neutral
35,27,disgust
35,28,angry
35,30,neutral
35,31,neutral
35,32,neutral
35,33,surprise
35,34,neutral
35,35,angry
35,36,disgust
35,37,neutral
35,39,disgust
35,40,neutral
35,41,angry
35,42,neutral
35,43,angry
35,44,angry
35,45,angry
35,46,neutral
35,47,angry
35,48,neutral
35,49,neutral
35,50,neutral
35,51,angry
35,52,sad
35,53,angry
35,54,angry
35,55,happy
35,56,angry
35,57,angry
35,58,disgust
35,59,neutral
35,60,disgust
35,61,neutral
35,63,neutral
35,65,neutral
35,66,angry
35,70,angry
35,71,disgust
35,72,angry
35,73,angry
36,4,sad
36,13,neutral
36,22,sad
36,24,sad
36,26,angry
36,27,neutral
36,28,disgust
36,31,angry
36,32,sad
36,33,disgust
36,35,sad
36,36,sad
36,37,sad
36,38,neutral
36,39,neutral
36,40,angry
36,41,sad
36,42,fear
36,43,angry
36,44,sad
36,45,neutral
36,46,neutral
36,47,sad
36,48,neutral
36,49,disgust
36,50,disgust
36,51,neutral
36,52,sad
36,53,sad
36,54,disgust
36,55,sad
36,56,neutral
36,57,angry
36,58,disgust
36,59,neutral
36,60,sad
36,61,sad
36,63,neutral
36,65,disgust
36,66,neutral
36,68,neutral
36,70,sad
36,71,sad
36,72,fear
36,73,neutral
36,74,angry
36,76,sad
36,77,sad
37,4,neutral
37,5,sad
37,6,happy
37,13,happy
37,22,sad
37,24,happy
37,26,disgust
37,27,sad
37,31,angry
37,32,happy
37,33,happy
37,34,happy
37,35,sad
37,36,happy
37,37,sad
37,38,happy
37,39,happy
37,40,happy
37,41,neutral
37,42,fear
37,43,happy
37,44,surprise
37,45,happy
37,46,sad
37,47,sad
37,48,happy
37,49,happy
37,50,neutral
37,51,happy
37,52,sad
37,53,sad
37,54,neutral
37,55,neutral
37,56,happy
37,57,neutral
37,58,neutral
37,59,sad
37,60,sad
37,61,happy
37,63,sad
37,65,disgust
37,66,sad
37,69,angry
37,70,sad
37,71,sad
37,72,fear
37,73,happy
37,74,disgust
37,76,disgust
38,4,neutral
38,5,fear
38,6,neutral
38,11,angry
38,13,angry
38,22,sad
38,24,angry
38,26,disgust
38,27,disgust
38,28,disgust
38,31,angry
38,32,angry
38,33,angry
38,34,angry
38,35,sad
38,36,sad
38,37,angry
38,38,sad
38,39,angry
38,40,neutral
38,41,sad
38,42,angry
38,43,angry
38,44,angry
