image_id,kl_divergence_retinaface,kl_divergence_yolov8,kl_divergence_mtcnn
63,2.243936744842161,1.40544778834763,4.806195239745678
64,8.676778783910004,11.381900024366455,5.547410425454076
65,6.913289666217237,4.228910007395537,4.900053401179174
66,5.270534942257707,1.896909679924447,4.298413717072245
67,5.253036763533252,4.167205920801529,3.480567750867114
68,4.801925954759589,4.676585629810637,4.8379682551909164
69,2.212582545480224,2.49559040009179,1.8703848922262272
70,3.0952106494722735,2.004163770033364,2.0010459457282024
71,1.4735490309862866,1.8590919637162604,1.0327844786540443
72,4.234336326034906,5.648145606126003,6.502393981149613
73,2.667219675008829,3.9350024194049262,3.541826494801724
74,1.4831159120150303,0.5813142813780183,3.5400587518714457
75,0.22905457513676694,0.23256489788432322,0.1650171951191126
76,1.9396629199598612,2.9810357314554508,3.0498789589377995
77,12.290531336810755,10.159113037687362,10.113098612865933
78,11.164738372526099,4.711872535445925,7.71067006781833
79,3.1040794928656945,2.9672100901339937,3.1147917845345057
80,1.2347288635438456,1.2342302506031984,2.2173845787895807
81,3.410887479584465,5.853302331551115,4.790273751601348
82,0.8223619069999111,0.8222859472714595,0.5753375929153077
83,17.661150846038282,7.48909485831769,10.792619086098327
84,0.8398473180174088,0.9599679813887096,1.2203093700112575
85,5.117417655172771,5.175419742898253,4.913202511612172
86,3.129682975630865,5.611068694282994,2.004359902471986
87,6.028940095799934,4.40952167930282,6.029579231366874
88,1.683763830539644,1.5881332371830892,1.82114486285236
89,4.5978558203571165,6.313453156503878,4.035387039201515
90,3.1798929573660653,3.0558540560014467,2.5019433501437085
91,3.485838659680283,3.5251730893906204,2.012484524967938
92,1.416762057319409,2.3531066896205592,1.3659354750326183
93,1.5455104603676242,0.6220802608470696,1.492867037310534
94,1.911402487506799,2.8187571984323303,2.113913135423996
95,4.512753611204963,7.2104049721971,5.5400838253690186
96,1.3778872419159578,1.4019673074677694,2.876878149556291
97,1.903646552959954,2.6946034148105964,3.6501401890088907
98,4.376796205487606,3.3137727640619716,3.3927368280360874
99,3.6694543578941166,4.597104907541159,2.5403967420646936
100,1.1457545302149486,1.9676317208530922,4.337972262283153
101,2.977375549861377,3.933650389437818,1.1682945934807152
102,3.0098624519175843,2.0735219567975856,3.2607494210821444
103,0.02892460817320282,0.00012316059902410322,4.127640679182783
104,0.8951969175614987,0.3245655092950059,4.076865316012399
105,0.43288923225088,2.344036368237751,2.685107004371936
106,7.1039911962888524,4.663274357982819,8.963708157311835
107,6.101081261753544,5.501990347299079,3.2750708048541735
108,4.587306033516314,8.184563474295354,5.325136172299978
109,4.466609266306085,2.8670645007140787,5.4190418270153025
110,3.24895731184619,2.3328613252383796,3.817867451615124
111,2.6473680132485655,2.4203651361119487,3.9259746684499985
112,3.3524148618416936,2.530053583722461,3.681019690589055
113,2.736200827809176,2.4095279669852236,2.3092095330322784
114,0.0011389038257977374,0.12702106603971264,2.6008630219757
115,11.584975038614008,11.649627095847297,12.658449552741676
116,1.8638404561244686,3.299257484177886,2.4012946433124576
117,5.139173214715108,5.442337626296891,3.5900268596444533
118,1.0471502917575,0.8957732265228602,0.7693897318393531
119,1.840596140599799,1.8050227522807103,1.66970808241779
120,0.9616052093880304,1.7613235971086616,2.327356024145406
121,2.8937742562257625,2.0525872090582142,1.7937393338648897
122,2.7117509904490604,2.6216376840140025,2.0041516822913295
123,4.797133558559281,3.687557156975615,7.562811171803275
124,0.9185861208992175,1.111863808010408,0.8213565192214543
125,1.879590483981095,0.7047104143485837,1.525387760571973
